종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"001620","케이비아이동국실업","KOSPI",,"545","11","2.06","534","560","534","50495","27464725","54648793720","100273016"
"342550","케이비제20호스팩","KOSDAQ","SPAC(소속부없음)","1930","25","1.31","1910","1960","1910","65441","125896420","12546930000","6501000"
"424140","케이비제21호스팩","KOSDAQ","SPAC(소속부없음)","2050","0","0.00","2050","2055","2030","67731","138275380","15805500000","7710000"
"436530","케이비제22호스팩","KOSDAQ","SPAC(소속부없음)","2055","0","0.00","2055","2060","2045","20524","42039610","10727100000","5220000"
"192250","케이사인","KOSDAQ","벤처기업부","1405","105","8.08","1330","1405","1330","566386","781067535","99293116085","70671257"
"029460","케이씨","KOSPI",,"14700","500","3.52","14500","14750","14350","24268","354266950","199244446800","13554044"
"115500","케이씨에스","KOSDAQ","중견기업부","4750","195","4.28","4595","4750","4595","33663","157666615","57000000000","12000000"
"281820","케이씨텍","KOSPI",,"15300","950","6.62","14800","15450","14550","33712","510459750","319181806800","20861556"
"089150","케이씨티","KOSDAQ","중견기업부","3725","245","7.04","3530","3795","3530","70549","261430940","63883750000","17150000"
"025880","케이씨피드","KOSDAQ","중견기업부","2565","95","3.85","2500","2615","2500","195914","499829830","42876175770","16715858"
"093320","케이아이엔엑스","KOSDAQ","우량기업부","49950","750","1.52","49350","50200","49350","4305","215022850","243756000000","4880000"
"073010","케이에스피","KOSDAQ","벤처기업부","1735","95","5.79","1695","1770","1675","189680","326706090","62793565895","36192257"
"105330","케이엔더블유","KOSDAQ","벤처기업부","9690","730","8.15","9160","9880","9160","145985","1407484800","117591851580","12135382"
"272110","케이엔제이","KOSDAQ","벤처기업부","11100","750","7.25","11000","11100","10600","12856","138712850","88193884500","7945395"
"039420","케이엘넷","KOSDAQ","중견기업부","2440","90","3.83","2370","2480","2370","48007","116530330","58937541200","24154730"
"083550","케이엠","KOSDAQ","우량기업부","5410","210","4.04","5200","5420","5200","18281","97379510","60871242560","11251616"
"032500","케이엠더블유","KOSDAQ","우량기업부","24700","2500","11.26","22850","24750","22850","229102","5496302400","983575810100","39820883"
"225430","케이엠제약","KOSDAQ","벤처기업부","1190","35","3.03","1180","1245","1170","82858","99530925","33185589500","27887050"
"102370","케이옥션","KOSDAQ","기술성장기업부","4880","395","8.81","4555","5220","4555","1172555","5758252905","132609778800","27174135"
"381970","케이카","KOSPI",,"12450","400","3.32","12350","12750","12200","181974","2276171650","598677335850","48086533"
"145270","케이탑리츠","KOSPI",,"899","18","2.04","899","899","880","37445","33479214","43206635826","48060774"
"036030","케이티알파","KOSDAQ","중견기업부","4965","130","2.69","4880","5010","4830","28893","143129290","243380740095","49019283"
"064820","케이프","KOSDAQ","중견기업부","4140","40","0.98","4200","4210","4110","33786","140621540","127933153920","30901728"
"347140","케이프이에스제4호","KOSDAQ","관리종목(소속부없음)","2020","5","0.25","2025","2025","2010","23116","46463370","6078180000","3009000"
"256940","케이피에스","KOSDAQ","벤처기업부","4865","85","1.78","4780","4945","4655","5195","25109615","91212221170","18748658"
"024880","케이피에프","KOSDAQ","중견기업부","6920","640","10.19","6580","6920","6480","1010924","6776171250","137892992360","19926733"
"042040","케이피엠테크","KOSDAQ","중견기업부","361","12","3.44","349","370","349","240025","87251322","57955666332","160542012"
"054410","케이피티유","KOSDAQ","벤처기업부","5300","160","3.11","5170","5340","5100","51255","270119720","26818000000","5060000"
"258610","케일럼","KOSDAQ","벤처기업부","3600","5","0.14","3595","3650","3545","21678","77881060","79728343200","22146762"
"274090","켄코아에어로스페이스","KOSDAQ","기술성장기업부","13950","750","5.68","13600","14100","13450","261202","3582863700","170854689600","12247648"
"402420","켈스","KONEX","일반기업부","14900","1350","9.96","14900","14900","14900","5","74500","33175446000","2226540"
"217600","켐온","KOSDAQ","중견기업부","2230","0","0.00","2265","2320","2230","1116991","2540956425","142410788200","63861340"
"089010","켐트로닉스","KOSDAQ","우량기업부","15700","500","3.29","15600","15900","15600","22745","358325000","233273064900","14858157"
"220260","켐트로스","KOSDAQ","벤처기업부","8140","390","5.03","8050","8230","7990","311361","2531215560","216184618980","26558307"
"176590","코나솔","KONEX","일반기업부","9770","920","10.40","8890","9800","8890","3877","36440470","56893963410","5823333"
"052400","코나아이","KOSDAQ","우량기업부","16750","550","3.40","16550","16800","15950","316112","5191756900","260615226500","15559118"
"402030","코난테크놀로지","KOSDAQ","기술성장기업부","18400","50","0.27","19250","19600","18200","89325","1678409450","104520169600","5680444"
"391710","코닉오토메이션","KOSDAQ","중견기업부","4190","150","3.71","4150","4335","4100","541337","2276450080","168493400180","40213222"
"046070","코다코","KOSDAQ","중견기업부","1000","47","4.93","944","1000","910","94709","90811401","39064256000","39064256"
"047770","코데즈컴바인","KOSDAQ","중견기업부","1675","50","3.08","1640","1680","1640","79386","131910220","63386358350","37842602"
"078940","코드네이처","KOSDAQ","중견기업부","1480","50","3.50","1420","1520","1390","497264","726363985","57138166120","38606869"
"080530","코디","KOSDAQ","벤처기업부","1490","55","3.83","1460","1540","1410","28410","41560705","42154034020","28291298"
"224060","코디엠","KOSDAQ","중견기업부","613","0","0.00","0","0","0","0","0","37216718977","60712429"
"417310","코람코더원리츠","KOSPI",,"3965","65","1.67","3910","4030","3830","110043","426169730","160186000000","40400000"
"357120","코람코에너지리츠","KOSPI",,"4480","-45","-0.99","4550","4555","4375","163009","724419520","396634443520","88534474"
"104540","코렌텍","KOSDAQ","기술성장기업부","9130","160","1.78","9000","9260","9000","76727","699262300","112740161600","12348320"
"027050","코리아나","KOSDAQ","중견기업부","2830","145","5.40","2750","2830","2735","125033","348098030","113200000000","40000000"
"290510","코리아센터","KOSDAQ","우량기업부","4895","340","7.46","4585","4940","4585","111120","536706110","560646113170","114534446"
"007815","코리아써우","KOSPI",,"6950","400","6.11","6600","7250","6600","35112","243407990","20604595500","2964690"
"007810","코리아써키트","KOSPI",,"14050","500","3.69","14150","14200","13850","120174","1682933700","331871551550","23620751"
"00781K","코리아써키트2우B","KOSPI",,"8730","180","2.11","8790","8790","8410","72","627400","6841692270","783699"
"190650","코리아에셋투자증권","KOSDAQ","우량기업부","7600","170","2.29","7450","7610","7450","4812","36181530","48548800000","6388000"
"101670","코리아에스이","KOSDAQ","벤처기업부","15500","-200","-1.27","16350","16800","15350","1583386","25054850200","298369575000","19249650"
"123410","코리아에프티","KOSDAQ","우량기업부","2590","115","4.65","2525","2635","2525","847335","2189159210","72108355760","27841064"
"003690","코리안리","KOSPI",,"7300","50","0.69","7290","7340","7220","228279","1660643500","878694546800","120369116"
"036690","코맥스","KOSDAQ","중견기업부","2760","45","1.66","2720","3120","2720","193749","564150070","43036892520","15593077"
"049430","코메론","KOSDAQ","우량기업부","9340","140","1.52","9190","9350","9190","8801","81711700","84508320000","9048000"
"183300","코미코","KOSDAQ","우량기업부","48050","3050","6.78","47600","48050","45800","36046","1707915450","481482478350","10020447"
"041960","코미팜","KOSDAQ","벤처기업부","6790","210","3.19","6660","6810","6630","110282","744517020","435822098040","64185876"
"089890","코세스","KOSDAQ","우량기업부","7140","330","4.85","6930","7190","6930","61365","433950270","118416628680","16584962"
"009730","코센","KOSDAQ","관리종목(소속부없음)","2715","0","0.00","0","0","0","0","0","53431463355","19680097"
"189350","코셋","KONEX","일반기업부","1800","-40","-2.17","0","0","0","0","0","8640000000","4800000"
"082660","코스나인","KOSDAQ","투자주의환기종목(소속부없음)","909","-16","-1.73","920","953","868","609941","555546074","45203962788","49729332"
"192820","코스맥스","KOSPI",,"44700","2150","5.05","43100","44900","42750","69702","3083709500","507323052300","11349509"
"044820","코스맥스비티아이","KOSPI",,"7320","130","1.81","7160","7370","7150","14935","108037830","70300701720","9603921"
"222040","코스맥스엔비티","KOSDAQ","중견기업부","3980","20","0.51","3965","4035","3950","20951","83508885","82099440000","20628000"
"241710","코스메카코리아","KOSDAQ","우량기업부","6820","280","4.28","6680","6850","6620","11478","77544790","72837600000","10680000"
"005070","코스모신소재","KOSPI",,"55200","500","0.91","56300","56300","54300","382834","21213080500","1691921731200","30650756"
"005420","코스모화학","KOSPI",,"23750","400","1.71","24100","24350","23550","1195600","28627022100","831445415000","35008228"
"069110","코스온","KOSDAQ","투자주의환기종목(소속부없음)","2630","0","0.00","0","0","0","0","0","62963935800","23940660"
"169670","코스텍시스템","KONEX","일반기업부","8340","830","11.05","8320","8350","7610","1520","12579750","23922464340","2868401"
"071950","코아스","KOSPI",,"743","6","0.81","737","744","732","51301","37972160","22964057030","30907210"
"166480","코아스템","KOSDAQ","기술성장기업부","10150","260","2.63","10000","10350","9850","262199","2650745410","161711149950","15932133"
"045970","코아시아","KOSDAQ","중견기업부","6260","460","7.93","6000","6490","6000","296663","1852455690","164731123760","26314876"
"196450","코아시아옵틱스","KOSDAQ","중견기업부","1505","55","3.79","1455","1530","1455","95944","145680340","62055102130","41232626"
"029960","코엔텍","KOSDAQ","우량기업부","7730","180","2.38","7640","7770","7630","131405","1011077220","386500000000","50000000"
"002020","코오롱","KOSPI",,"29700","1800","6.45","27950","29900","27550","303496","8873418650","375004852200","12626426"
"003070","코오롱글로벌","KOSPI",,"13900","900","6.92","13200","13900","13200","40611","551182000","350425088200","25210438"
"003075","코오롱글로벌우","KOSPI",,"26600","250","0.95","26350","26850","26350","1122","29748400","8320559800","312803"
"102940","코오롱생명과학","KOSDAQ","관리종목(소속부없음)","43400","950","2.24","43200","45250","42250","231197","10109101050","495296250400","11412356"
"002025","코오롱우","KOSPI",,"22650","2200","10.76","20850","22700","20550","197831","4306669600","24380233500","1076390"
"120110","코오롱인더","KOSPI",,"43750","1900","4.54","42650","44000","42550","104425","4540445250","1203960231250","27519091"
"120115","코오롱인더우","KOSPI",,"23850","550","2.36","23900","24200","23700","3598","86134900","66013461000","2767860"
"950160","코오롱티슈진","KOSDAQ","관리종목(소속부없음)","8010","0","0.00","0","0","0","0","0","551809300500","68890050"
"138490","코오롱플라스틱","KOSPI",,"9500","340","3.71","9320","9550","9320","192643","1821475080","361000000000","38000000"
"056000","코원플레이","KOSDAQ","투자주의환기종목(소속부없음)","2860","0","0.00","0","0","0","0","0","56399843500","19720225"
"021240","코웨이","KOSPI",,"52700","200","0.38","52600","53500","52600","163987","8690915180","3889239921300","73799619"
"033290","코웰패션","KOSDAQ","우량기업부","5140","150","3.01","5080","5220","5050","120231","618873990","454891202760","88500234"
"056360","코위버","KOSDAQ","우량기업부","6400","190","3.06","6250","6460","6250","33162","209898600","62699520000","9796800"
"282880","코윈테크","KOSDAQ","우량기업부","23650","650","2.83","24300","24350","23650","68219","1635968650","230596321450","9750373"
"121850","코이즈","KOSDAQ","벤처기업부","2325","-80","-3.33","2200","2385","1935","1902683","4097977315","45602956875","19614175"
"015710","코콤","KOSDAQ","우량기업부","3790","120","3.27","3685","3970","3685","15329","58193175","66440595000","17530500"
"052330","코텍","KOSDAQ","중견기업부","9790","290","3.05","9610","9810","9610","55446","538816230","152474864080","15574552"
"322780","코퍼스코리아","KOSDAQ","벤처기업부","1755","35","2.03","1745","1790","1740","94965","167994295","62751207870","35755674"
"126600","코프라","KOSDAQ","우량기업부","4720","275","6.19","4585","4730","4520","78585","365853585","139409419680","29535894"
"036420","콘텐트리중앙","KOSPI",,"23850","950","4.15","23450","24200","23350","128511","3057860250","459406045800","19262308"
"200130","콜마비앤에이치","KOSDAQ","우량기업부","22250","1600","7.75","20900","22300","20750","98680","2144712350","657344165500","29543558"
"031820","콤텍시스템","KOSPI",,"591","21","3.68","574","598","574","477866","280406201","71541416406","121051466"
"294570","쿠콘","KOSDAQ","벤처기업부","25300","1050","4.33","24800","25300","24650","17823","446677350","255319630500","10091685"
"192400","쿠쿠홀딩스","KOSPI",,"16300","50","0.31","16300","16600","16300","11294","185203100","579663615500","35562185"
"284740","쿠쿠홈시스","KOSPI",,"28900","1200","4.33","27700","28900","27700","11515","326460500","648438837000","22437330"
"317690","퀀타매트릭스","KOSDAQ","기술성장기업부","4995","210","4.39","4860","5240","4855","65244","326482505","82314657945","16479411"
"365270","큐라클","KOSDAQ","기술성장기업부","11550","400","3.59","11350","11950","11300","50651","589145600","159274130400","13789968"
"060280","큐렉소","KOSDAQ","중견기업부","6890","240","3.61","6750","6960","6750","52380","359049660","268069850100","38907090"
"015590","큐로","KOSPI",,"317","8","2.59","311","319","311","421860","132923874","73294089246","231211638"
"040350","큐로컴","KOSDAQ","벤처기업부","810","15","1.89","819","821","801","193841","157902996","102038512320","125973472"
"051780","큐로홀딩스","KOSDAQ","중견기업부","398","4","1.02","407","407","392","233617","92684227","49520135100","124422450"
"115180","큐리언트","KOSDAQ","중견기업부","14100","2200","18.49","12400","14650","12300","328006","4417376850","125256814200","8883462"
"182360","큐브엔터","KOSDAQ","중견기업부","16500","300","1.85","16400","16750","16050","199123","3275003650","227777335500","13804687"
"066310","큐에스아이","KOSDAQ","벤처기업부","9300","470","5.32","8990","9300","8990","49170","453407310","86226075300","9271621"
"136660","큐엠씨","KONEX","일반기업부","2300","105","4.78","2300","2300","2300","1","2300","21720740000","9443800"
"016600","큐캐피탈","KOSDAQ","중견기업부","426","8","1.91","424","432","424","1117654","477916484","75933269712","178247112"
"264900","크라운제과","KOSPI",,"8160","360","4.62","7870","8550","7870","90385","739572630","102194616000","12523850"
"26490K","크라운제과우","KOSPI",,"10550","100","0.96","10450","11000","10300","11390","120268400","8161058000","773560"
"005740","크라운해태홀딩스","KOSPI",,"5900","100","1.72","5980","6070","5870","26107","154959970","87599347300","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"10200","200","2.00","10200","10200","10150","417","4250250","6127405200","600726"
"259960","크래프톤","KOSPI",,"182000","6000","3.41","180500","184500","178000","188552","34263075500","8931112190000","49072045"
"096240","크레버스","KOSDAQ","우량기업부","20100","900","4.69","19300","20200","19300","32721","652963150","232029656400","11543764"
"215570","크로넥스","KONEX","일반기업부","1960","-20","-1.01","1960","1960","1960","102","199920","9952991720","5078057"
"043590","크로바하이텍","KOSDAQ","중견기업부","1390","30","2.21","1390","1445","1365","650578","905980345","49700343770","35755643"
"114120","크루셜텍","KOSDAQ","관리종목(소속부없음)","10850","0","0.00","0","0","0","0","0","24913021350","2296131"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","20100","950","4.96","19500","20200","19350","24754","490668850","235481148000","11715480"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","772","37","5.03","741","773","741","137750","104936432","74027882108","95891039"
"083790","크리스탈지노믹스","KOSDAQ","기술성장기업부","3250","205","6.73","3095","3255","3095","274948","879325910","225051079500","69246486"
"045520","크린앤사이언스","KOSDAQ","우량기업부","6520","-20","-0.31","6540","6660","6490","40100","261983330","42380000000","6500000"
"036170","클라우드에어","KOSDAQ","중견기업부","986","36","3.79","956","996","956","102665","101044873","60506507236","61365626"
"214150","클래시스","KOSDAQ","우량기업부","15450","950","6.55","15200","15500","14900","382033","5848417600","1000800045900","64776702"
"352770","클리노믹스","KOSDAQ","기술성장기업부","5820","180","3.19","5420","5960","5420","49105","282528910","79269220620","13620141"
"237880","클리오","KOSDAQ","투자주의환기종목(소속부없음)","12950","450","3.60","12850","13050","12550","73803","950259000","234024021350","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","8850","2040","29.96","7000","8850","7000","917641","7936265910","119884816950","13546307"
"020120","키다리스튜디오","KOSPI",,"6410","420","7.01","6160","6440","6130","134307","847436080","234610749810","36600741"
"413600","키움제6호스팩","KOSDAQ","SPAC(소속부없음)","2085","-20","-0.95","2105","2110","2080","54632","114355905","7151550000","3430000"
"433530","키움제7호스팩","KOSDAQ","SPAC(소속부없음)","2050","0","0.00","2050","2065","2035","76769","157148085","8415250000","4105000"
"039490","키움증권","KOSPI",,"76800","3400","4.63","74500","76900","74400","45975","3501793900","2013658598400","26219513"
"054780","키이스트","KOSDAQ","중견기업부","5810","230","4.12","5690","5920","5670","66703","387747690","113572677330","19547793"
"336040","타스컴","KONEX","일반기업부","17500","-300","-1.69","18000","18000","17000","37","643300","71245527500","4071173"
"219130","타이거일렉","KOSDAQ","중견기업부","19600","150","0.77","19450","19950","19200","22507","439792150","123760084000","6314290"
"318660","타임기술","KONEX","일반기업부","1895","5","0.26","1895","1895","1895","1","1895","4078231395","2152101"
"180060","탑선","KONEX","일반기업부","9860","80","0.82","9780","10350","9750","1431","13990350","91122826760","9241666"
"065130","탑엔지니어링","KOSDAQ","우량기업부","4975","195","4.08","4830","5000","4805","6165","30227910","79481878575","15976257"
"134580","탑코미디어","KOSDAQ","중견기업부","5450","40","0.74","5420","5630","5340","33572","183996120","71469038250","13113585"
"014580","태경비케이","KOSPI",,"5410","250","4.84","5340","5450","5260","575302","3084689820","149224571000","27583100"
"015890","태경산업","KOSPI",,"6630","180","2.79","6560","6680","6500","210449","1385933560","193786612500","29228750"
"006890","태경케미컬","KOSPI",,"10750","200","1.90","10750","11000","10750","52820","571903850","124700000000","11600000"
"023160","태광","KOSDAQ","우량기업부","15800","-200","-1.25","16550","16550","14950","886234","13872015200","418700000000","26500000"
"003240","태광산업","KOSPI",,"720000","10000","1.41","710000","721000","709000","438","313001000","801648000000","1113400"
"011280","태림포장","KOSPI",,"2355","50","2.17","2320","2380","2320","83136","196076445","166747988700","70805940"
"323280","태성","KOSDAQ","벤처기업부","1320","50","3.94","1290","1355","1285","87928","115799655","31867743600","24142230"
"053620","태양","KOSDAQ","우량기업부","7780","40","0.52","7790","7860","7760","6142","47911910","66908000000","8600000"
"004100","태양금속","KOSPI",,"1050","30","2.94","1050","1075","1040","90912","95945655","38535000000","36700000"
"004105","태양금속우","KOSPI",,"1925","40","2.12","1920","1925","1890","11329","21669145","6352500000","3300000"
"116100","태양기계","KONEX","일반기업부","925","-15","-1.60","1030","1030","925","139","135085","5771987050","6239986"
"009410","태영건설","KOSPI",,"4580","160","3.62","4550","4640","4480","152432","700521295","178157868840","38899098"
"009415","태영건설우","KOSPI",,"7680","180","2.40","7870","7870","7560","987","7555340","10000450560","1302142"
"044490","태웅","KOSDAQ","중견기업부","10100","300","3.06","10000","10250","9810","20107","202073590","202074548100","20007381"
"124560","태웅로직스","KOSDAQ","우량기업부","4805","60","1.26","4930","4935","4790","1003575","4879000790","184591686120","38416584"
"001420","태원물산","KOSPI",,"4010","110","2.82","3940","4160","3940","8592","34590265","30476000000","7600000"
"007980","태평양물산","KOSPI",,"1225","10","0.82","1235","1265","1220","174629","216385355","58983244075","48149587"
"191420","테고사이언스","KOSDAQ","벤처기업부","15300","850","5.88","14600","15300","14600","6044","90297500","124065160200","8108834"
"073640","테라사이언스","KOSDAQ","중견기업부","1525","70","4.81","1470","1540","1455","284555","427493865","125397658825","82227973"
"182690","테라셈","KOSDAQ","투자주의환기종목(소속부없음)","9","-9","-50.00","12","18","9","26720755","298407262","190468332","21163148"
"066700","테라젠이텍스","KOSDAQ","우량기업부","3840","135","3.64","3735","3870","3735","64228","244405855","124701830400","32474435"
"095610","테스","KOSDAQ","우량기업부","15850","1000","6.73","15100","15850","15100","54227","840019500","313326382100","19768226"
"055490","테이팩스","KOSPI",,"66200","1800","2.80","65500","67000","65400","31593","2097528800","312308430000","4717650"
"308700","테크엔","KONEX","일반기업부","630","30","5.00","630","630","630","1","630","2520000000","4000000"
"089030","테크윙","KOSDAQ","우량기업부","5790","200","3.58","5750","5840","5660","247272","1419087830","216277604550","37353645"
"258050","테크트랜스","KONEX","일반기업부","1190","-10","-0.83","1190","1190","1190","1","1190","11566908290","9720091"
"054450","텔레칩스","KOSDAQ","벤처기업부","12300","350","2.93","12350","12400","12200","96279","1184120850","170427705300","13855911"
"091440","텔레필드","KOSDAQ","벤처기업부","2225","145","6.97","2120","2335","2120","199250","450342815","22191328975","9973631"
"078000","텔코웨어","KOSPI",,"8680","180","2.12","8500","8700","8500","6316","54019640","84219488080","9702706"
"200230","텔콘RF제약","KOSDAQ","중견기업부","1025","55","5.67","972","1040","972","200845","203500375","111319407500","108604300"
"214420","토니모리","KOSPI",,"3245","60","1.88","3200","3380","3200","83684","274856575","78057822755","24054799"
"393210","토마토시스템","KONEX","일반기업부","10000","-350","-3.38","10000","10700","10000","111","1110700","38334700000","3833470"
"215480","토박스코리아","KOSDAQ","중견기업부","4585","185","4.20","4420","4610","4400","35327","158569185","44084577845","9614957"
"051360","토비스","KOSDAQ","우량기업부","8120","-10","-0.12","8300","8300","8050","49635","404321390","133306510960","16417058"
"045340","토탈소프트","KOSDAQ","벤처기업부","4265","230","5.70","4075","4280","4065","41173","171926950","36500040600","8558040"
"108230","톱텍","KOSDAQ","중견기업부","5730","140","2.50","5630","5780","5330","90800","511069660","217873193850","38023245"
"079970","투비소프트","KOSDAQ","투자주의환기종목(소속부없음)","1195","75","6.70","1120","1215","1120","493726","582132775","52817710595","44198921"
"199800","툴젠","KOSDAQ","기술성장기업부","64700","2600","4.19","62700","65800","62400","39970","2571008900","508052026900","7852427"
"105550","트루윈","KOSDAQ","중견기업부","2450","0","0.00","2470","2475","2430","123162","301593760","108614556400","44332472"
"290090","트윔","KOSDAQ","벤처기업부","14000","200","1.45","13600","14300","13600","20391","283382850","103003936000","7357424"
"026150","특수건설","KOSDAQ","중견기업부","7790","380","5.13","7650","7850","7610","96154","744767190","136685918490","17546331"
"322180","티라유텍","KOSDAQ","벤처기업부","7300","230","3.25","7070","7430","7050","7851","57109950","40086125000","5491250"
"117730","티로보틱스","KOSDAQ","벤처기업부","6020","120","2.03","6090","6100","6000","122435","741211620","85667591940","14230497"
"033830","티비씨","KOSDAQ","중견기업부","1010","17","1.71","1015","1020","1000","268144","270417060","101000000000","100000000"
"057680","티사이언티픽","KOSDAQ","중견기업부","2990","45","1.53","2960","3050","2960","186205","560865160","165790880450","55448455"
"064760","티씨케이","KOSDAQ","우량기업부","100300","5000","5.25","98000","100800","96300","57293","5696683300","1171002500000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","11950","250","2.14","12150","12350","11900","76019","916003750","248511769800","20795964"
"340570","티앤엘","KOSDAQ","중견기업부","37000","950","2.64","36500","37100","36300","14961","550383200","300736000000","8128000"
"043220","티에스넥스젠","KOSDAQ","중견기업부","984","26","2.71","961","989","961","174634","170563950","103919296344","105609041"
"277880","티에스아이","KOSDAQ","기술성장기업부","7990","60","0.76","7940","8160","7800","111897","900191960","148960382480","18643352"
"131290","티에스이","KOSDAQ","우량기업부","40300","1600","4.13","39650","40600","38500","152906","6063023000","445775588700","11061429"
"019180","티에이치엔","KOSPI",,"3760","135","3.72","3680","3765","3650","116875","435805290","67680000000","18000000"
"356860","티엘비","KOSDAQ","중견기업부","36300","1000","2.83","36600","37350","36100","33022","1212807600","178462234500","4916315"
"062860","티엘아이","KOSDAQ","벤처기업부","5540","60","1.09","5490","6030","5480","29027","161125940","54694868800","9872720"
"413300","티엘엔지니어링","KONEX","일반기업부","3200","-550","-14.67","4000","4300","3200","4743","15946715","3840000000","1200000"
"363280","티와이홀딩스","KOSPI",,"11400","300","2.70","11350","11600","11250","25867","295708800","580593655200","50929268"
"36328K","티와이홀딩스우","KOSPI",,"12250","600","5.15","11700","12800","11350","4504","53374100","15377890500","1255338"
"321550","티움바이오","KOSDAQ","기술성장기업부","11400","900","8.57","10500","11550","10500","92486","1019026750","273423596400","23984526"
"091810","티웨이항공","KOSPI",,"1575","65","4.30","1555","1630","1530","623894","978233735","252520189425","160330279"
"004870","티웨이홀딩스","KOSPI",,"458","27","6.26","432","475","432","840511","385837188","50138252486","109472167"
"104480","티케이케미칼","KOSDAQ","우량기업부","3005","140","4.89","2925","3010","2925","403972","1201839050","273140779170","90895434"
"081150","티플랙스","KOSDAQ","우량기업부","4010","205","5.39","3860","4010","3860","924212","3780645480","97316292020","24268402"
"130740","티피씨글로벌","KOSDAQ","중견기업부","2660","-15","-0.56","2675","2735","2625","112016","300210910","29995966140","11276679"
"217880","틸론","KONEX","일반기업부","10400","200","1.96","10200","10450","10100","304","3135850","55261908000","5313645"
"084730","팅크웨어","KOSDAQ","우량기업부","13600","300","2.26","13850","13850","13550","21003","287410900","141789275200","10425682"
"046210","파나진","KOSDAQ","벤처기업부","3255","125","3.99","3140","3450","3140","169487","557053635","104604828300","32136660"
"058530","파나케이아","KOSDAQ","관리종목(소속부없음)","1620","0","0.00","0","0","0","0","0","29287053360","18078428"
"034230","파라다이스","KOSDAQ","중견기업부","14850","500","3.48","14700","15000","14450","515670","7608380600","1350498679200","90942672"
"033540","파라텍","KOSDAQ","중견기업부","861","15","1.77","847","883","847","1103062","956222061","63004001319","73175379"
"043200","파루","KOSDAQ","벤처기업부","867","18","2.12","849","879","849","62523","53940824","36244341105","41804315"
"214450","파마리서치","KOSDAQ","우량기업부","59000","3500","6.31","56800","59500","56200","53100","3100476600","596603870000","10111930"
"217950","파마리서치바이오","KONEX","일반기업부","28350","1450","5.39","28000","29000","26250","97","2744700","114800234850","4049391"
"208340","파멥신","KOSDAQ","기술성장기업부","3785","315","9.08","3570","4000","3535","1792107","6841375655","97194205010","25678786"
"005690","파미셀","KOSPI",,"9080","510","5.95","8750","9150","8750","487193","4367143120","544427266000","59958950"
"177830","파버나인","KOSDAQ","벤처기업부","3750","155","4.31","3600","3960","3595","312536","1183839225","53582823750","14288753"
"037070","파세코","KOSDAQ","우량기업부","11250","150","1.35","11400","11650","11250","76608","875496100","225000000000","20000000"
"150900","파수","KOSDAQ","벤처기업부","9220","240","2.67","9140","9290","9030","15631","142915480","107273980840","11634922"
"037030","파워넷","KOSDAQ","벤처기업부","2825","180","6.81","2720","2830","2690","167219","466696535","49896709400","17662552"
"047310","파워로직스","KOSDAQ","우량기업부","5120","135","2.71","5070","5180","5060","83151","426167450","176235427840","34420982"
"266870","파워풀엑스","KONEX","일반기업부","1365","5","0.37","1370","1370","1300","9","12180","8747848200","6408680"
"368770","파이버프로","KOSDAQ","벤처기업부","2435","165","7.27","2280","2630","2280","109456","267365900","80000037875","32854225"
"170790","파이오링크","KOSDAQ","벤처기업부","10450","460","4.60","10300","10500","10000","21335","220423800","71648648500","6856330"
"049120","파인디앤씨","KOSDAQ","중견기업부","1650","50","3.13","1605","1650","1600","22328","36184715","49700793450","30121693"
"038950","파인디지털","KOSDAQ","벤처기업부","4410","140","3.28","4305","4480","4305","7586","33160335","45029473650","10210765"
"441270","파인엠텍","KOSDAQ","중견기업부","8410","-50","-0.59","8800","8900","8330","688038","5903945660","246154913920","29269312"
"106240","파인테크닉스","KOSDAQ","우량기업부","2190","20","0.92","2250","2330","2190","1021908","2295463260","34871494830","15923057"
"131760","파인텍","KOSDAQ","중견기업부","1070","20","1.90","1055","1080","1055","66314","70729970","45931668510","42926793"
"065690","파커스","KOSDAQ","중견기업부","2165","50","2.36","2120","2170","2035","6948","14790255","30416801615","14049331"
"140860","파크시스템스","KOSDAQ","우량기업부","99800","6300","6.74","95900","100000","95800","23122","2280606100","693236648200","6946259"
"091700","파트론","KOSDAQ","우량기업부","7990","100","1.27","8100","8100","7910","324760","2591298520","470756529860","58918214"
"202960","판도라티비","KONEX","일반기업부","1570","-5","-0.32","1510","1590","1510","556","851560","18707463740","11915582"
"032800","판타지오","KOSDAQ","중견기업부","490","10","2.08","483","496","480","150090","73224152","47062623300","96046170"
"318010","팜스빌","KOSDAQ","중견기업부","16500","450","2.80","16400","16750","16150","25128","411174900","130834077000","7929338"
"036580","팜스코","KOSPI",,"3770","30","0.80","3880","3880","3730","152854","576578540","138464345110","36727943"
"027710","팜스토리","KOSDAQ","우량기업부","2030","25","1.25","2030","2060","2015","1945105","3959978535","226175698000","111416600"
"004720","팜젠사이언스","KOSPI",,"6170","410","7.12","5840","6250","5840","93817","568209630","97676591300","15830890"
